 "name" , "platformName" , "platformUrl" , "numberOfSeason" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Lithuania" , "http://viasat.lt" , "4" ,
 "Shadows over Balkan" , "Nova S" , "http://www.nova.rs" , "2" ,
 "Shadows over Balkan" , "RTS1" , "http://www.rts.rs" , "2" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://viasat.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://www.tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://viasat.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://www.tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://viasat.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://www.tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://viasat.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://www.tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://viasat.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvia" , "http://www.tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://tv3.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://viasat.lv" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Latvija" , "http://www.tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://viasat.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://www.tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://viasat.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://www.tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://viasat.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://www.tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://viasat.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://www.tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://viasat.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvia" , "http://www.tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://tv3.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://viasat.lv" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Latvija" , "http://www.tv3.lv" , "4" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "''[[#Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast Australia" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast Australia]]''" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast New Zealand" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "3" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "3" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/bbctwo%7CBBC" , "10" ,
 "Coast and Beyond" , "BBC Two" , "https://www.bbc.co.uk/iplayer/live/bbctwo" , "10" ,
 "The Encore" , "BET Gospel" , "http://www.bet.com" , "1" ,
 "The Encore" , "BET Gospel" , "https://americanarchive.org/catalog/cpb-aacip_529-np1wd3r873" , "1" ,
 "The Encore" , "BET Gospel" , "https://books.google.com/books%3Fid=bhAOri-bwB8C%7Cwork=" , "1" ,
 "The Encore" , "BET Gospel" , "https://web.archive.org/*/http:/betnetworks.com/%7Ctitle=BET" , "1" ,
 "The Encore" , "BET Gospel" , "http://www.bet.com/" , "1" ,
 "The Encore" , "BET Hip-Hop" , "http://www.bet.com" , "1" ,
 "The Encore" , "BET Hip-Hop" , "https://americanarchive.org/catalog/cpb-aacip_529-np1wd3r873" , "1" ,
 "The Encore" , "BET Hip-Hop" , "https://books.google.com/books%3Fid=bhAOri-bwB8C%7Cwork=" , "1" ,
 "The Encore" , "BET Hip-Hop" , "https://web.archive.org/*/http:/betnetworks.com/%7Ctitle=BET" , "1" ,
 "The Encore" , "BET Hip-Hop" , "http://www.bet.com/" , "1" ,
 "The Encore" , "Black Entertainment Television" , "http://www.bet.com" , "1" ,
 "The Encore" , "Black Entertainment Television" , "https://americanarchive.org/catalog/cpb-aacip_529-np1wd3r873" , "1" ,
 "The Encore" , "Black Entertainment Television" , "https://books.google.com/books%3Fid=bhAOri-bwB8C%7Cwork=" , "1" ,
 "The Encore" , "Black Entertainment Television" , "https://web.archive.org/*/http:/betnetworks.com/%7Ctitle=BET" , "1" ,
 "The Encore" , "Black Entertainment Television" , "http://www.bet.com/" , "1" ,
 "MBC The X Factor" , "LBC" , "https://www.globalplayer.com/live/lbc/london/" , "4" ,
 "MBC The X Factor" , "MBC 1" , "http://shahid.mbc.net/ar/channel/7892/MBC1.html" , "4" ,
 "MBC The X Factor" , "MBC 1" , "https://www.youtube.com/mbc" , "4" ,
 "MBC The X Factor" , "MBC 1" , "http://www.mbc.net/mbc1" , "4" ,
 "''[[#Coast Australia" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "''[[#Coast Australia" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "''[[#Coast Australia" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "''[[#Coast Australia" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "''[[#Coast Australia" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "''[[#Coast Australia" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast Australia" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast Australia" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast Australia" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast Australia" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast Australia" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast Australia" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast Australia]]''" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast Australia]]''" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast Australia]]''" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast Australia]]''" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast Australia]]''" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast Australia]]''" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast New Zealand" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast New Zealand" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast New Zealand" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast New Zealand" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast New Zealand" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast New Zealand" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast and Beyond" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast and Beyond" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast and Beyond" , "History" , "http://www.historychannel.com.au/" , "3" ,
 "Coast and Beyond" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast and Beyond" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "Coast and Beyond" , "History" , "http://www.historychannel.com.au/" , "10" ,
 "MBC The X Factor" , "Rotana Group" , "http://www.rotana.net/" , "4" ,
 "Saban's Mystic Knights of Tir Na Nog" , "Fox Kids" , "https://web.archive.org/web/*/http:/www.foxkids.com" , "1" ,
 "Saban's Mystic Knights of Tir Na Nog" , "Fox Kids" , "https://web.archive.org/web/20070819045059/http:/www.foxallaccess.com/" , "1" ,
 "Saban's Mystic Knights of Tir Na Nog" , "Fox Kids" , "http://www.retrojunk.com/details_articles/133/" , "1" ,
 "Saban's Mystic Knights of Tir Na Nog" , "Fox Kids" , "http://www.retrojunk.com/details_tvshows/3208-fox-kids/" , "1" ,
 "Return of the Pearl Princess" , 中國電視公司 , "http://www.ctv.com.tw/" , "2" ,
 "Princess Pearl" , 中國電視公司 , "http://www.ctv.com.tw/" , "2" ,
 "The Return Princess" , 中國電視公司 , "http://www.ctv.com.tw/" , "2" ,
 "Princess Huan Zhu" , 中國電視公司 , "http://www.ctv.com.tw/" , "2" ,
 "Princess Returned Pearl" , 中國電視公司 , "http://www.ctv.com.tw/" , "2" ,
 "Princess Returning Pearl" , 中國電視公司 , "http://www.ctv.com.tw/" , "2" ,
 "Princess Huan Zhu" , "China Television Company, Ltd." , "http://www.ctv.com.tw/" , "2" ,
 "Princess Returned Pearl" , "China Television Company, Ltd." , "http://www.ctv.com.tw/" , "2" ,
 "Princess Returning Pearl" , "China Television Company, Ltd." , "http://www.ctv.com.tw/" , "2" ,
 "The Return Princess" , "China Television Company, Ltd." , "http://www.ctv.com.tw/" , "2" ,
 "Princess Pearl" , "China Television Company, Ltd." , "http://www.ctv.com.tw/" , "2" ,
 "Return of the Pearl Princess" , "China Television Company, Ltd." , "http://www.ctv.com.tw/" , "2" ,
 "The Bill Tush Show" , "TBS" , "https://www.tbs.com/watchtbs%7CWatch" , "1" ,
 "The Bill Tush Show" , "TBS" , "https://www.tbs.com" , "1" ,
 "La Esclava Isaura o Isaura, La Esclava" , "RecordTV" , "https://recordtv.r7.com/" , "1" ,
 "M.O.M - Mission Over Mars" , "ALTBalaji" , "https://altbalaji.com/" , "1" ,
 "Just a Kid" , "Noggin" , "https://www.noggin.com/%7Cnoggin.com" , "3" ,
 "Just a Kid" , "Noggin" , "http://www.noggin.com" , "3" ,
 "Just a Kid" , "Noggin" , "https://www.noggin.com/%7Cnoggin.com" , "3" ,
 "Just a Kid" , "Noggin" , "http://www.noggin.com" , "3" ,
 "Just a Kid" , "Nickelodeon" , "https://www.nick.com" , "3" ,
 "Just a Kid" , "Nickelodeon" , "http://www.nick.com/" , "3" ,
 "Just a Kid" , "Nickelodeon" , "https://www.nick.com" , "3" ,
 "Just a Kid" , "Nickelodeon" , "http://www.nick.com/" , "3" ,
 "Just a Kid" , "YTV" , "http://www.ytv.com/" , "3" ,
 "Just a Kid" , "YTV" , "http://www.ytv.com" , "3" ,
 "Just a Kid" , "YTV" , "https://web.archive.org/web/20090428115447/http:/www.museum.tv/archives/etv/Y/htmlY/youthtv/youthtv.htm" , "3" ,
 "Just a Kid" , "YTV" , "https://web.archive.org/web/19970412205051/http:/www.ytv.com/" , "3" ,
 "Just a Kid" , "YTV" , "http://www.ytv.com/" , "3" ,
 "Just a Kid" , "YTV" , "http://www.ytv.com" , "3" ,
 "Just a Kid" , "YTV" , "https://web.archive.org/web/20090428115447/http:/www.museum.tv/archives/etv/Y/htmlY/youthtv/youthtv.htm" , "3" ,
 "Just a Kid" , "YTV" , "https://web.archive.org/web/19970412205051/http:/www.ytv.com/" , "3" ,
 "M.O.M - Mission Over Mars" , "ZEE5" , "https://www.zee5.com" , "1" ,
 "M.O.M - Mission Over Mars" , "ZEE5" , "https://wrdngp.in/zee-5-new-web-series-popular-upcomming/" , "1" ,
 "Le Grand Raid" , "France 2" , "http://www.francetelevisions.fr/" , "1" ,
 "Le Grand Raid" , "France 2" , "http://www.francetelevisions.fr/" , "1" ,
 "Le Grand Raid" , "France 2" , "http://www.francetelevisions.fr/" , "1" ,
 "Le Grand Raid" , "France 2" , "http://www.francetelevisions.fr/" , "1" ,
 "Le Grand Raid" , "France 2" , "http://www.francetelevisions.fr/" , "1" ,
 "Le Grand Raid" , "France 2" , "http://www.francetelevisions.fr/" , "1" ,
 "Slovensko hľadá SuperStar" , "Markíza" , "http://www.markiza.sk" , "3" ,
 "Slovensko hľadá SuperStar" , "Markíza" , "http://www.markiza.sk" , "3" ,
 "Duckman: Private Dick/Family Man" , "USA Network" , "https://www.usanetwork.com/" , "4" ,
 "Duckman: Private Dick/Family Man" , "USA Network" , "https://www.usanetwork.com/%7Cusanetwork.com" , "4" ,
 "The WB's Superstar USA" , "The WB Television Network" , "https://web.archive.org/web/20050702020251/http:/www.thewb.com/Index/0%2C%2C%2C00.html" , "1" ,
 "The WB's Superstar USA" , "The WB Television Network" , "http://www.routledge-ny.com/ref/television/wbnet.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://www.cbc.ca/television/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://www.cbc.ca/television/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://www.cbc.ca/television/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://www.cbc.ca/television/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://www.cbc.ca/television/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "1" ,
 "Le Grand Raid" , "CBC Television" , "https://www.cbc.ca/television/" , "1" ,
 "Meadowlands" , "Channel 4" , "http://www.channel4.com/%7Cchannel4.com" , "1" ,
 "Meadowlands" , "Channel 4" , "http://www.channel4.com/now/c4" , "1" ,
 "Meadowlands" , "Channel 4" , "http://anywhere.virginmedia.com/channels/live/channel-4-plus1/" , "1" ,
 "Meadowlands" , "Channel 4" , "http://anywhere.virginmedia.com/channels/live/channel-4/" , "1" ,
 "Meadowlands" , "Channel 4" , "http://www.tvplayer.com/watch/channel4" , "1" ,
 "Meadowlands" , "Channel 4" , "http://go.sky.com/" , "1" ,
 "Meadowlands" , "Channel 4" , "http://www.channel4.com" , "1" ,
 "Le Grand Raid" , "TMC" , "http://www.tmc.tv" , "1" ,
 "Le Grand Raid" , "TMC" , "http://www.tmc.tv" , "1" ,
 "Le Grand Raid" , "TMC" , "http://www.tmc.tv" , "1" ,
 "Le Grand Raid" , "TMC" , "http://www.tmc.tv" , "1" ,
 "Le Grand Raid" , "TMC" , "http://www.tmc.tv" , "1" ,
 "Le Grand Raid" , "TMC" , "http://www.tmc.tv" , "1" ,
 زفاف بلا زوجين , "Hum Network Limited" , "http://www.humnetwork.tv/" , "2" ,
 زفاف بلا زوجين , "Hum Network Limited" , "https://www.humnetwork.tv/%7Chumnetwork.tv" , "2" ,
 زفاف بلا زوجين , "Hum Network Limited" , "http://anywhere.virginmedia.com/channels/live/hum-europe/" , "2" ,
 زفاف بلا زوجين , "Hum Network Limited" , "https://www.hum.tv/hum-europe/" , "2" ,
 زفاف بلا زوجين , "Hum TV" , "http://www.humnetwork.tv/" , "2" ,
 زفاف بلا زوجين , "Hum TV" , "https://www.humnetwork.tv/%7Chumnetwork.tv" , "2" ,
 زفاف بلا زوجين , "Hum TV" , "http://anywhere.virginmedia.com/channels/live/hum-europe/" , "2" ,
 زفاف بلا زوجين , "Hum TV" , "https://www.hum.tv/hum-europe/" , "2" ,
 زفاف بلا زوجين , "Hum TV" , "https://www.hum.tv/live" , "2" ,
 زفاف بلا زوجين , "Hum TV" , "https://www.hum.tv" , "2" ,
 زفاف بلا زوجين , ہم , "https://www.hum.tv/live" , "2" ,
 زفاف بلا زوجين , ہم , "https://www.hum.tv" , "2" ,
 "Le Grand Raid" , "La Une" , "http://www.la1.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.rtbf.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.la1.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.rtbf.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.la1.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.rtbf.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.la1.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.rtbf.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.la1.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.rtbf.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.la1.be/" , "1" ,
 "Le Grand Raid" , "La Une" , "http://www.rtbf.be/" , "1" ,
 "Meadowlands" , "E4" , "http://go.sky.com/" , "1" ,
 "Meadowlands" , "E4" , "http://www.filmon.com/tv/e4" , "1" ,
 "Meadowlands" , "E4" , "https://tvguideuk.net/channel/e4" , "1" ,
 "Meadowlands" , "E4" , "http://offthetelly.co.uk/%3Fpage_id=1844%7Curl-status=dead%7Carchive-url=https:/web.archive.org/web/20110723080635/http:/offthetelly.co.uk/%3Fpage_id=1844%7Carchive-date=23" , "1" ,
 "Meadowlands" , "E4" , "http://offthetelly.co.uk/%3Fpage_id=1857%7Curl-status=dead%7Carchive-url=https:/web.archive.org/web/20110723080733/http:/offthetelly.co.uk/%3Fpage_id=1857%7Carchive-date=23" , "1" ,
 "Meadowlands" , "E4" , "http://offthetelly.co.uk/%3Fpage_id=1859%7Curl-status=dead%7Carchive-url=https:/web.archive.org/web/20110723080755/http:/offthetelly.co.uk/%3Fpage_id=1859%7Carchive-date=23" , "1" ,
 "Meadowlands" , "E4" , "http://offthetelly.co.uk/%3Fpage_id=1864%7Curl-status=dead%7Carchive-url=https:/web.archive.org/web/20110723080837/http:/offthetelly.co.uk/%3Fpage_id=1864%7Carchive-date=23" , "1" ,
 "Meadowlands" , "E4" , "http://www.channel4.com/e4" , "1" ,
 "Meadowlands" , "E4" , "http://www.channel4.com/now/e4" , "1" ,
